Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P53334|SCW4_YEAST	P53334	SCW4_YEAST	SCW4	386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Probable family 17 glucosidase SCW4	0.9992	0.9965	2	7	7	7	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	327065.6	272017.5	307233.03	315696.7	343002.25	297399.78	271462.7	0.0	119926.18	0.0	0.0	0.0	165698.73	0.0	60405.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53337|ERV29_YEAST	P53337	ERV29_YEAST	ERV29	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ER-derived vesicles protein ERV29	1.0	0.999	3	30	30	30	4	2	3	3	4	4	1	1	1	2	2	1	0	1	1	4	2	3	3	4	4	1	1	1	2	2	1	0	1	1	4	2	3	3	4	4	1	1	1	2	2	1	0	1	1	3169929.5	2847941.0	2796705.5	3243801.0	3226182.2	3259395.8	1892659.8	1877451.9	710437.44	1482696.1	1189334.0	1512722.5	1291268.9	1458701.4	1592085.2	1525399.0	1523397.0	1485616.0	1694346.6	1542209.2	1612392.2	1247972.0	1229532.4	0.0	917916.56	0.0	854239.56	674817.0	0.0	810715.56	
sp|P53378|TBG_YEAST	P53378	TBG_YEAST	TUB4	473	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Tubulin gamma chain	0.9885	0.9943	1	3	3	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	205812.73	206394.28	226313.39	223346.66	193481.95	186255.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188277.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53438|SOK2_YEAST	P53438	SOK2_YEAST	SOK2	785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein SOK2	0.7834	0.9924	1	3	3	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	499676.06	457275.34	400486.03	455711.62	461246.62	575380.1	0.0	691065.7	0.0	0.0	0.0	0.0	0.0	537245.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53507|TOM7_YEAST	P53507	TOM7_YEAST	TOM7	60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM7	0.9649	0.999	1	3	3	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	213750.48	0.0	0.0	89635.94	94490.11	90876.11	411613.44	65163.27	0.0	119619.836	162346.4	472436.97	539629.06	377343.2	643677.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53538|SSU72_YEAST	P53538	SSU72_YEAST	SSU72	206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	0.9041	0.9971	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	22384.791	20536.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53549|PRS10_YEAST	P53549	PRS10_YEAST	RPT4	437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	26S proteasome subunit RPT4	1.0	0.999	7	28	28	50	3	3	2	3	3	1	3	2	2	1	0	2	1	1	1	3	3	2	3	3	1	3	2	2	1	0	2	1	1	1	5	5	4	5	5	3	5	4	4	2	1	2	1	2	2	3866755.5	3960018.5	3803435.5	4016582.5	3934572.8	4277075.0	4794331.5	4447312.0	3074034.5	3799968.8	3608643.5	3395190.0	3598856.8	3811990.5	4051416.0	1561517.5	1597223.0	1608066.5	1692910.6	1603750.6	1741701.1	1554998.4	1693736.0	1621090.2	1364254.4	1313355.2	1306276.2	912853.0	1656893.6	1565961.9	
sp|P53550|DCP2_YEAST	P53550	DCP2_YEAST	DCP2	970	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	m7GpppN-mRNA hydrolase	1.0	0.9989	3	8	8	8	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	158364.69	0.0	0.0	148823.88	142182.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53551|H1_YEAST	P53551	H1_YEAST	HHO1	258	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Histone H1	1.0	0.999	5	27	27	27	3	2	4	3	3	3	2	2	1	1	1	1	0	0	1	3	2	4	3	3	3	2	2	1	1	1	1	0	0	1	3	2	4	3	3	3	2	2	1	1	1	1	0	0	1	838647.5	897786.9	728602.0	114421.03	557853.3	731101.25	683370.4	706977.3	665904.06	320397.78	433862.56	267992.78	321281.47	355734.94	315225.34	502061.2	448947.25	394558.0	0.0	507475.2	540840.6	417514.62	414235.8	356624.03	0.0	176962.0	0.0	0.0	0.0	0.0	
sp|P53584|YTP1_YEAST	P53584	YTP1_YEAST	YTP1	459	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein YTP1	0.8438	0.9949	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53598|SUCA_YEAST	P53598	SUCA_YEAST	LSC1	329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial	1.0	0.999	12	221	221	221	18	14	16	16	17	15	13	12	14	13	17	15	13	13	15	18	14	16	16	17	15	13	12	14	13	17	15	13	13	15	18	14	16	16	17	15	13	12	14	13	17	15	13	13	15	8.829709E7	9.141448E7	9.043646E7	9.235964E7	9.281672E7	9.102906E7	9.283204E7	7.928521E7	7.250753E7	7.4562984E7	7.925098E7	7.938878E7	6.2364944E7	8.379099E7	9.132529E7	1.6815046E7	1.71807E7	1.678135E7	1.7594374E7	1.7087134E7	1.7553178E7	1.4726329E7	1.5490087E7	1.4836881E7	1.5040333E7	1.4741094E7	1.4748527E7	1.546031E7	1.572514E7	1.4958951E7	
sp|P53600|COPZ_YEAST	P53600	COPZ_YEAST	RET3	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Coatomer subunit zeta	1.0	0.999	2	17	17	17	1	1	0	1	1	1	1	1	0	2	3	2	0	1	2	1	1	0	1	1	1	1	1	0	2	3	2	0	1	2	1	1	0	1	1	1	1	1	0	2	3	2	0	1	2	737109.6	413009.66	504336.38	611440.06	791609.0	125400.914	0.0	173515.22	59283.887	191637.45	606061.6	642851.9	0.0	391096.0	443450.38	457300.75	272905.78	292281.53	429312.06	530087.1	0.0	0.0	0.0	0.0	0.0	482873.0	518171.38	0.0	309401.88	0.0	
sp|P53622|COPA_YEAST	P53622	COPA_YEAST	COP1	1201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Coatomer subunit alpha	1.0	0.999	8	48	48	48	7	5	7	6	7	5	2	3	3	1	1	0	0	0	1	7	5	7	6	7	5	2	3	3	1	1	0	0	0	1	7	5	7	6	7	5	2	3	3	1	1	0	0	0	1	4294923.0	4458236.0	4089203.8	4001357.5	4297308.5	2679653.5	1868428.0	2160349.2	1028981.6	1771491.4	1797726.0	1829701.2	1350225.5	795977.0	1031612.25	854517.4	819720.7	892872.94	810889.9	820040.7	899703.8	922377.44	886969.0	644439.8	883075.56	946186.75	958028.8	897905.4	0.0	958100.4	
sp|P53633|PRA1_YEAST	P53633	PRA1_YEAST	YIP3	176	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Prenylated Rab acceptor 1	1.0	0.999	4	36	36	36	2	3	2	1	3	2	3	3	3	2	4	3	2	2	1	2	3	2	1	3	2	3	3	3	2	4	3	2	2	1	2	3	2	1	3	2	3	3	3	2	4	3	2	2	1	1340569.0	2642826.5	3272176.5	1567931.2	3542562.8	4894967.5	2612552.0	3202219.2	3175436.0	4564888.0	4228576.0	4853403.0	3330146.5	4695420.0	1808418.6	0.0	1607312.8	1809027.4	0.0	1828620.5	1901192.2	1589400.5	1950978.2	1866675.0	1916714.0	1734217.2	2143195.8	2154365.2	2028492.5	0.0	
sp|P53691|PPID_YEAST	P53691	PPID_YEAST	CPR6	371	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase CPR6	1.0	0.999	13	133	133	133	15	11	10	11	12	10	8	11	7	7	8	9	5	4	5	15	11	10	11	12	10	8	11	7	7	8	9	5	4	5	15	11	10	11	12	10	8	11	7	7	8	9	5	4	5	5.0047616E7	4.906732E7	4.359009E7	3.671956E7	4.3870948E7	4.3139844E7	3.6449268E7	3.9084068E7	4.328197E7	2.9802282E7	2.8552266E7	2.8310206E7	2.4556848E7	2.8749296E7	3.9231744E7	8412095.0	8536490.0	8083219.0	8311358.5	7950293.0	8857768.0	7610532.5	7210432.0	7611858.0	6953706.0	6717161.5	6641127.5	6550847.5	6350091.5	6419466.5	
sp|P53722|ATP23_YEAST	P53722	ATP23_YEAST	ATP23	227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mitochondrial inner membrane protease ATP23	0.9582	0.9988	1	3	3	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	109819.54	0.0	0.0	169140.44	117900.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53723|YN8B_YEAST	P53723	YN8B_YEAST	YNR021W	404	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	UPF0674 endoplasmic reticulum membrane protein YNR021W	1.0	0.999	2	8	8	8	0	1	1	0	2	2	1	0	0	0	0	0	0	0	1	0	1	1	0	2	2	1	0	0	0	0	0	0	0	1	0	1	1	0	2	2	1	0	0	0	0	0	0	0	1	0.0	523133.78	0.0	0.0	0.0	0.0	849823.44	852676.56	1420925.1	0.0	1091046.2	0.0	131790.39	0.0	24685.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53724|RM50_YEAST	P53724	RM50_YEAST	MRPL50	139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL9m	0.9991	0.994	1	7	7	7	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	509867.66	487378.2	451195.72	467851.8	477858.22	544800.4	431289.2	583259.4	493934.62	527738.56	443063.7	375563.78	450937.47	529141.1	464623.28	0.0	0.0	0.0	0.0	0.0	0.0	398565.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	476534.22	
sp|P53729|ZNG1_YEAST	P53729	ZNG1_YEAST	ZNG1	429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Zinc-regulated GTPase metalloprotein activator 1	0.9995	0.9987	2	12	12	12	1	1	2	2	1	1	1	0	0	0	0	1	1	0	1	1	1	2	2	1	1	1	0	0	0	0	1	1	0	1	1	1	2	2	1	1	1	0	0	0	0	1	1	0	1	197721.05	854550.3	880134.06	1240261.5	1379872.4	1101014.8	1507887.6	1622204.5	125175.586	1823970.5	2311913.2	2591480.0	2697409.8	1758974.4	2229977.2	0.0	794780.44	775688.4	1059876.2	1093519.1	1050090.9	0.0	1078097.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53731|ARPC2_YEAST	P53731	ARPC2_YEAST	ARC35	342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 2	1.0	0.999	9	43	43	43	6	5	5	5	5	4	4	1	2	1	1	1	1	1	1	6	5	5	5	5	4	4	1	2	1	1	1	1	1	1	6	5	5	5	5	4	4	1	2	1	1	1	1	1	1	3416099.8	4187371.0	2913342.0	3543436.2	3670209.0	4419296.5	3455690.8	2599056.2	1848029.9	3092696.0	3197943.5	3471400.2	1720018.5	2551426.2	1710526.0	941269.2	1057211.2	1041841.8	993261.8	982870.5	953735.75	1091680.0	947199.0	824917.7	1090936.4	1103851.6	1120358.9	937041.0	920710.1	917718.56	
sp|P53732|RT12_YEAST	P53732	RT12_YEAST	MRPS12	153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS12m	0.9648	0.999	1	11	11	11	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	502261.4	578549.5	532543.75	566221.8	546385.06	443520.28	282205.16	311192.0	331574.94	0.0	267960.25	239228.95	63307.73	204678.97	249836.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53733|RT19_YEAST	P53733	RT19_YEAST	RSM19	91	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS19m	0.9999	0.9956	3	6	6	6	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1107229.2	661456.94	931649.5	923397.5	1298685.6	765819.94	1241537.6	1509617.2	672115.75	1866484.1	2218861.5	2404350.5	2280722.8	2457969.5	2101611.5	935898.5	0.0	753010.56	0.0	928434.3	0.0	1075169.8	1212361.2	616882.2	1100197.6	1368181.2	1083919.5	1146863.9	1263670.0	1022468.4	
sp|P53736|YN8O_YEAST	P53736	YN8O_YEAST	YNR040W	256	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Uncharacterized protein YNR040W	0.9217	0.9977	1	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0.0	13022.08	0.0	0.0	22071.834	27210.828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53738|TR112_YEAST	P53738	TR112_YEAST	TRM112	135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Multifunctional methyltransferase subunit TRM112	0.9992	0.9966	2	13	13	13	1	0	1	1	1	1	1	1	1	1	1	2	0	0	1	1	0	1	1	1	1	1	1	1	1	1	2	0	0	1	1	0	1	1	1	1	1	1	1	1	1	2	0	0	1	795325.9	861423.94	857208.7	832073.44	861507.8	811184.7	960917.6	981731.75	1024708.25	915526.06	960917.75	881065.44	839486.6	954988.75	852003.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	780451.1	0.0	0.0	805584.4	
sp|P53834|HCH1_YEAST	P53834	HCH1_YEAST	HCH1	153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Hsp90 co-chaperone HCH1	1.0	0.9981	3	21	21	21	3	2	2	3	2	2	2	1	1	1	1	1	0	0	0	3	2	2	3	2	2	2	1	1	1	1	1	0	0	0	3	2	2	3	2	2	2	1	1	1	1	1	0	0	0	5077204.5	5426733.0	5288537.0	5112546.0	4869700.5	4683322.0	4583634.5	4691939.5	3453234.5	2728298.8	2907345.2	2706880.0	2982262.5	1864910.0	2584330.8	2209166.5	2370601.0	2312729.0	2233406.0	2132503.2	2622923.8	2549916.5	2640858.0	0.0	0.0	1918758.0	1498251.1	1647481.1	0.0	1432863.0	
sp|P53839|GOR1_YEAST	P53839	GOR1_YEAST	GOR1	350	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glyoxylate reductase 1	1.0	0.999	5	53	53	53	4	3	5	3	4	5	7	4	3	3	3	4	2	1	2	4	3	5	3	4	5	7	4	3	3	3	4	2	1	2	4	3	5	3	4	5	7	4	3	3	3	4	2	1	2	6666526.5	6295911.0	6605857.0	6423206.0	4850052.0	5500573.0	7558210.5	6569371.0	5161437.5	6245329.0	5007456.5	5279581.0	4240071.5	4182994.5	4144869.5	2313397.2	2024422.6	2310357.5	2199366.0	2254725.0	2345005.0	2756472.5	2088716.9	2232154.0	1877643.4	1890059.8	2227608.5	1761732.0	1436232.2	1708181.0	
sp|P53845|YIF1_YEAST	P53845	YIF1_YEAST	YIF1	314	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein transport protein YIF1	0.9097	0.9973	1	6	6	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	63864.094	9351.198	32555.658	76504.94	85657.76	0.0	0.0	0.0	0.0	0.0	0.0	25592.438	0.0	0.0	66462.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53849|GIS2_YEAST	P53849	GIS2_YEAST	GIS2	153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Zinc finger protein GIS2	1.0	0.999	7	93	93	93	9	8	7	7	10	9	6	6	7	5	3	3	2	4	7	9	8	7	7	10	9	6	6	7	5	3	3	2	4	7	9	8	7	7	10	9	6	6	7	5	3	3	2	4	7	1.2846799E7	1.2463633E7	1.2183148E7	1.3203377E7	1.2635649E7	1.4083396E7	1.0981206E7	1.1910789E7	1.0417803E7	1.1491878E7	7944502.0	7636342.0	6733006.5	7069069.0	6599437.0	3190830.5	3156207.2	3058406.5	3297931.0	3177954.5	3582484.0	2642911.0	2716767.5	2525700.2	2498471.8	1729255.1	1794979.4	2073328.0	2277350.5	1710151.9	
sp|P53852|SYC_YEAST	P53852	SYC_YEAST	YNL247W	767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Cysteine--tRNA ligase	1.0	0.999	9	47	47	47	3	4	3	6	6	3	3	2	2	3	3	5	1	1	2	3	4	3	6	6	3	3	2	2	3	3	5	1	1	2	3	4	3	6	6	3	3	2	2	3	3	5	1	1	2	2531659.5	2090400.9	1811591.8	2379154.8	3341905.2	2996745.0	2786304.5	3231549.8	1022482.9	2912287.0	4532678.0	4337534.0	3484382.2	3736909.2	2045840.4	672641.94	471966.75	508533.97	727638.2	784917.56	609294.94	880074.1	768007.8	544802.44	753674.1	1299694.6	1176656.0	1178264.1	933559.4	950665.9	
sp|P53858|BNI4_YEAST	P53858	BNI4_YEAST	BNI4	892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein BNI4	0.8811	0.9963	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53859|CSL4_YEAST	P53859	CSL4_YEAST	CSL4	292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Exosome complex component CSL4	0.9989	0.9989	2	6	6	6	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0.0	0.0	69181.72	0.0	76533.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	734935.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53860|PDR16_YEAST	P53860	PDR16_YEAST	PDR16	351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphatidylinositol transfer protein PDR16	0.9508	0.9986	1	6	6	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	343230.78	346980.7	309889.16	331281.97	363380.4	315046.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53868|ALG9_YEAST	P53868	ALG9_YEAST	ALG9	555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Alpha-1,2-mannosyltransferase ALG9	1.0	0.999	2	18	18	18	2	3	2	2	3	2	1	0	1	1	0	1	0	0	0	2	3	2	2	3	2	1	0	1	1	0	1	0	0	0	2	3	2	2	3	2	1	0	1	1	0	1	0	0	0	792188.6	197609.08	204297.5	562745.06	739504.2	735996.25	364575.06	0.0	0.0	362726.06	381624.7	326249.03	0.0	0.0	0.0	522958.5	0.0	0.0	402946.9	542503.8	490726.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53875|RM19_YEAST	P53875	RM19_YEAST	MRPL19	158	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL11m	1.0	0.999	2	12	12	12	1	1	1	1	1	0	0	1	1	1	0	1	1	2	0	1	1	1	1	1	0	0	1	1	1	0	1	1	2	0	1	1	1	1	1	0	0	1	1	1	0	1	1	2	0	637174.25	716552.06	691679.06	715436.56	627737.06	624795.5	669449.2	544325.2	596070.06	86805.445	562488.2	497918.47	340551.62	91346.74	206898.31	323403.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455647.34	557681.4	0.0	0.0	0.0	
sp|P53878|YNS1_YEAST	P53878	YNS1_YEAST	YNL181W	407	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Uncharacterized oxidoreductase YNL181W	0.9961	0.9965	2	2	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	939277.75	0.0	0.0	1013142.56	1303847.4	889407.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	670838.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53881|RM22_YEAST	P53881	RM22_YEAST	MRPL22	309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL22m	0.9994	0.999	2	9	9	9	1	1	3	1	1	1	0	0	0	0	1	0	0	0	0	1	1	3	1	1	1	0	0	0	0	1	0	0	0	0	1	1	3	1	1	1	0	0	0	0	1	0	0	0	0	357652.25	322104.16	277671.2	288958.3	250008.0	271964.34	0.0	106995.41	48652.934	332772.47	222156.97	121234.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
